Navn;Navn Detaljeret;Adresse;Telefon;Email;Hjemmeside;Kommune;Region;Facilitetstype;Placering;Ejerforhold;Driftsherre;Eksterne bemærkninger;Gis X;Gis Y;UTM;Antal baner
Sundby Idrætspark;Motionslokale;Englandsvej 61, 2300 København S;32582050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;726487;6173030;32N;
Sundby Idrætspark;Idrætshal 1;Englandsvej 61, 2300 København S;32582050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;Hal 1 bruges til: Håndbold, fodbold (bander), badminton, volleyball, kidsvolley, trampolin.;726487;6173030;32N;Håndboldbaner=1
Sundby Idrætspark;Idrætshal 2;Englandsvej 61, 2300 København S;32582050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;Hal 2, som er en harpiksfri hal, bruges til: Håndbold, fodbold, basket, badminton, tennis (alm.+skum), volleyball, kidsvolley og atletik (vinter).;726487;6173030;32N;Håndboldbaner=1
Sundby Idrætspark;Idrætshal 3;Englandsvej 61, 2300 København S;32582050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;Hal 3 bruges til: Håndbold, fodbold, tennis (alm.+skum), floorball, badminton.;726487;6173030;32N;Håndboldbaner=1
Sundby Idrætspark;Sundby Tennisklub;Englandsvej 61, 2300 København S;32582050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Tennisanlæg;Udendørs;Kommunal;Forening;"Sundby Tennisklub benytter dette anlæg: http://www.sundbytennisklub.dk/
";726487;6173030;32N;Kunststofbaner=3,Grusbaner=5
Sundbyøster Idrætsanlæg;Bevægelsesal;Parmagade 8, 2300 København S;;;https://sundbyosteridraetsanlaeg.kk.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;727314;6173291;32N;
Sundbyøster Idrætsanlæg;Hal 1;Parmagade 8, 2300 København S;;;https://sundbyosteridraetsanlaeg.kk.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;727314;6173291;32N;Håndboldbaner=1
Sundbyøster Idrætsanlæg;Hal 2;Parmagade 8, 2300 København S;;;https://sundbyosteridraetsanlaeg.kk.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;727314;6173291;32N;Håndboldbaner=1
Sundbyøster Skole;Gymnastiksal 001 dr.;Smyrnavej 5-7, 2300 København S.;;mail@sundbyoesterskole.kk.dk;http://sundbyoesterskole.skoleporten.dk/sp;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;727354;6173217;32N;
Sundbyøster Skole;Gymnastiksal 014 pi.;Smyrnavej 5-7, 2300 København S.;;mail@sundbyoesterskole.kk.dk;http://sundbyoesterskole.skoleporten.dk/sp;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;727354;6173217;32N;
Svanemøllehallen;Badmintonhal;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Badmintonhaller;Indendørs;Kommunal;Kommunal;;724784;6180078;32N;Badmintonbaner=4
Svanemøllehallen;Lokale 19/Danselokale;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;724784;6180078;32N;
Svanemøllehallen;Bokselokale;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;En del af et større multianlæg. Flere af faciliteterne kan benyttes til mange idrætsgrene. Derudover findes blandt andet to squashbaner.;724784;6180078;32N;
Svanemøllehallen;Multihal;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;En del af et større multianlæg. Flere af faciliteterne kan benyttes til mange idrætsgrene. Derudover findes blandt andet to squashbaner.;724784;6180078;32N;
Svanemøllehallen;Fodbold hal 1;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;En del af et større multianlæg. Flere af faciliteterne kan benyttes til mange idrætsgrene. Derudover findes blandt andet to squashbaner.;724784;6180078;32N;Håndboldbaner=1
Svanemøllehallen;Fodbold hal 2;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;En del af et større multianlæg. Flere af faciliteterne kan benyttes til mange idrætsgrene. Derudover findes blandt andet to squashbaner.;724784;6180078;32N;Håndboldbaner=1
Svanemøllehallen;Håndbold;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;En del af et større multianlæg. Flere af faciliteterne kan benyttes til mange idrætsgrene. Derudover findes blandt andet to squashbaner.;724784;6180078;32N;Håndboldbaner=1
Svanemøllehallen;Tennisanlæg;Østerbrogade 240, 2100 København Ø;;halbookingsvh@kff.kk.dk;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Tennisanlæg;Indendørs;Kommunal;Kommunal; Der er også to squashbaner.;724784;6180078;32N;Kunststofbaner=2
Tagensbo Skole;Danserum 9;Magistervej 4, 2400 København NV;;mail@tgb.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;Projektet Tagensbo Skole er støttet af Lokale- Og Anlægsfonden. Du kan læse mere og se billeder af projektet her: https://www.loa-fonden.dk/projekter/2012/tagensbo-skole/;721973;6179440;32N;
Tagensbo Skole;Fitnessrum 11;Magistervej 4, 2400 København NV;;mail@tgb.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;Projektet Tagensbo Skole er støttet af Lokale- Og Anlægsfonden. Du kan læse mere og se billeder af projektet her: https://www.loa-fonden.dk/projekter/2012/tagensbo-skole/;721973;6179440;32N;
Tagensbo Skole;Multihal;Magistervej 4, 2400 København NV;;mail@tgb.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;"L:34 B:20 H:8

---

Projektet Tagensbo Skole er støttet af Lokale- Og Anlægsfonden. Du kan læse mere og se billeder af projektet her: https://www.loa-fonden.dk/projekter/2012/tagensbo-skole/";721973;6179440;32N;
Parken;;Per Henrik Lings Allé 2, 2100 København Ø;;info@parken.dk;http://teliaparken.dk/;København;Hovedstaden;Fodboldanlæg;Udendørs;Privat;Privat;;724457;6178771;32N;Naturgræsbaner=1
Tingbjerg Idrætspark;;Ruten 2, 2700 Brønshøj;;;https://tingbjergidraetspark.kk.dk/;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;Etableringsår kunstgræsbane(r): 2006, 2018;719335;6180313;32N;Naturgræsbaner=3,Kunstgræsbaner=2
Tingbjerg Skole;Tumlesal;Skolesiden 2, 2700 Brønshøj;;mail@tingbjergskole.kk.dk;http://tingbjergskole.skoleporten.dk/sp;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;718841;6180317;32N;
Tingbjerg Skole;Idrætshal;Skolesiden 2, 2700 Brønshøj;;mail@tingbjergskole.kk.dk;;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;718841;6180317;32N;Håndboldbaner=1
Tingbjerg Skole;Tingbjerg Svømmehal;Skolesiden 2, 2700 Brønshøj;;tingbjerg@teambade.dk;https://svoemkbh.kk.dk/indhold/tingbjerg-svoemmehal;København;Hovedstaden;Svømmeanlæg;Indendørs;Kommunal;Kommunal;25 m. bassin med 5 baner;718841;6180317;32N;Svømmebassiner 25 m=1
Tove Ditlevsens Skole;Gymnastiksal 34 pi sal;Enghave Plads 21, 1670 København V;;mail@tds.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;L 16 B 9 H 4;722937;6174658;32N;
Tove Ditlevsens Skole;Gymnastiksal 36 dr sal;Enghave Plads 21, 1670 København V;;mail@tds.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;L 18 B 9 H 5;722937;6174658;32N;
Tove Ditlevsens Skole;Hal;Enghave Plads 21, 1670 København V;;mail@tds.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;25x10x7;722937;6174658;32N;
PureGym;PureGym - Lergravsvej;Lergravsvej 57, 2300 København S;;;https://www.puregym.dk/find-center/koege-tigervej;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;728033;6174682;32N;
Utterslev Skole;Idrætshal;Skoleholdervej 20, 2400 København NV;;mail@utterslevskole.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;;721106;6179560;32N;
Utterslev Skole;Multisal;Skoleholdervej 20, 2400 København NV;;mail@utterslevskole.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;;721106;6179560;32N;
Valby Idrætspark;Fodboldanlæg;Julius Andersens Vej 1, 2450 København SV;;kultursyd@kff.kk.dk;https://kultursyd.kk.dk/valbyidraetspark;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;"Etableringsår kunstgræsbane(r): 2011, 2011, 2012, 2012, 2015, 2018

En af kunstgræsbanerne er en blå hockeybane, men kan bruges til fodboldtræning. ";721032;6172596;32N;Naturgræsbaner=21,Kunstgræsbaner=6
Valby-Hallen;Kampsportslokale;Julius Andersens Vej 1, 2450 København SV;;kultursyd@kff.kk.dk;https://kultursyd.kk.dk/valbyidraetspark;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;721252;6172626;32N;
Valby Vandkulturhus;;Julius Andersens Vej 1A, 2450 København SV;;vv@teambade.dk;https://svoemkbh.kk.dk/indhold/valby-vandkulturhus;København;Hovedstaden;Svømmeanlæg;Indendørs;Kommunal;Kommunal;"25 m. morskabsbassin har ingen banemarkering

Varmtvandsbassin

Andre svømmebassiner: soppebassin

***

Vandtemperaturen i varmtvandsbassinet er 34 grader.";721173;6172605;32N;Svømmebassiner 25 m=1,Varmtvandsbassiner=1,Andre svømmebassiner=1
Valby-Hallen;Fitnesslokale;Julius Andersens Vej 1A, 2450 København SV;;;https://kultursyd.kk.dk/valbyidraetspark;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;721252;6172626;32N;
Valby-Hallen;Gl. Valbyhal;Julius Andersens Vej 3, 2450 København SV;33 66 30 50;;https://kulturv.kk.dk/valbyhallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;721252;6172626;32N;Håndboldbaner=1
Valby-Hallen;Hal 1;Julius Andersens Vej 3, 2450 København SV;33 66 30 50;;https://kulturv.kk.dk/valbyhallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;721252;6172626;32N;Håndboldbaner=1
Valby-Hallen;Hal 2;Julius Andersens Vej 3, 2450 København SV;33 66 30 50;;https://kulturv.kk.dk/valbyhallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;721252;6172626;32N;Håndboldbaner=1
Valby-Hallen;Hal 3;Julius Andersens Vej 3, 2450 København SV;33 66 30 50;;https://kulturv.kk.dk/valbyhallen;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;721252;6172626;32N;Håndboldbaner=1
Vanløse Hallerne;Hal 1;Lønstrupvej 5, 2720 Vanløse;;;https://vanloseidraetspark.kk.dk;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;L: 40 B: 20 H:6;718821;6176608;32N;Håndboldbaner=1
Vanløse Hallerne;Hal 2;Lønstrupvej 5, 2720 Vanløse;;;https://vanloseidraetspark.kk.dk;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;L: 40 B: 20 H:6;718821;6176608;32N;Håndboldbaner=1
Vanløse Idrætspark;Vanløse Stadion;Klitmøllervej 20, 2720 Vanløse;;;https://vanloseidraetspark.kk.dk/artikel/vanl%C3%B8se-stadion;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;Etableringsår kunstgræsbane(r): 2008;718463;6176702;32N;Kunstgræsbaner=2
Vesterbro ny Skole;Gymnastiksal - sal.9A;Slesvigsgade 6, 1762 København V;;mail@vesterbronyskole.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;722670;6174520;32N;
Vesterbro ny Skole;Gymnastiksal 18B;Slesvigsgade 6, 1762 København V;;mail@vesterbronyskole.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;722670;6174520;32N;
Vesterbro ny Skole;Multisal;Slesvigsgade 6, 1762 København V;;mail@vesterbronyskole.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;722670;6174520;32N;
Vesterbronx Gym;;Vesterbrogade 76, 2. sal, 1620 København V;31 65 66 56;info@vesterbronxgym.dk;http://vesterbronxgym.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723276;6175382;32N;
Vibenshus Skole;Gymnastiksal 55;Kertemindegade 10, 2100 København Ø;;mail@vi.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;724823;6179473;32N;
Vibenshus Skole;Gymnastiksal 56;Kertemindegade 10, 2100 København Ø;;mail@vi.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;724823;6179473;32N;
Vibenshus Skole;Tumlesal;Kertemindegade 10, 2100 København Ø;;mail@vi.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;724823;6179473;32N;
Vigerslev Allés Skole;Gymnastiksal 90-30;Vigerslev Allé 108, 2500 Valby;;mail@vas.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;720648;6173984;32N;
Vigerslev Allés Skole;Gym-teatersal 30-30;Vigerslev Allé 108, 2500 Valby;;mail@vas.kk.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;;720648;6173984;32N;
Vigerslevparken;;Vigerslevvej 350, 2500 Valby;;;https://kk.halbooking.dk;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;;720069;6172027;32N;Naturgræsbaner=2
Øbro-Hallen;;Gunnar Nu Hansens Plads 3, 2100 København Ø;;obro_hallen@kff.kk.dk;https://svoemkbh.kk.dk/indhold/oebro-hallen;København;Hovedstaden;Svømmeanlæg;Indendørs;Kommunal;Kommunal;"25 m. bassin med 6 baner

Varmtvandsbassin (i kurbadsafdelingen)

Andre svømmebassiner: børnebassin, babybassin

***

Vandtemperaturen i varmtvandsbassinet er 34 grader.

Der er desuden spa i kurbadsafdelingen.";724713;6178990;32N;Svømmebassiner 25 m=1,Varmtvandsbassiner=1,Andre svømmebassiner=2
Ørestad Gymnasium;Sal 1;Ørestads Boulevard 75, 2300 København S;;mail@adm.oegnet.dk;http://oerestadgym.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;725403;6170916;32N;
Ørestad Gymnasium;Sal 2;Ørestads Boulevard 75, 2300 København S;;mail@adm.oegnet.dk;http://oerestadgym.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;725403;6170916;32N;
Ørestad Gymnasium;Sal 3;Ørestads Boulevard 75, 2300 København S;;mail@adm.oegnet.dk;http://oerestadgym.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;725403;6170916;32N;
Ørestad Skole;Idrætshal;Arne Jacobsens Allé 21, 2, 2300 København S;;oerestadskole@buf.kk.dk;http://oerestadskole.skoleporten.dk/sp;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;;725210;6170860;32N;
Ørestad Skøjtehal;;Hannemanns Alle 14 A + B, 2300 København S;;booking@copenhagenfalcons.dk;https://kulturogfritids.kk.dk/oerestad-skoejtehal;København;Hovedstaden;Is- og skøjteanlæg;Indendørs;Kommunal;Kommunal;;724859;6170156;32N;Ishockeybaner=1
FysioDanmark;FysioDanmark Østerbro Fysioterapi;Serridslevvej 2a, 2. sal, 2100 København Ø;;kontakt@oestfys.dk;http://oestfys.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724586;6179099;32N;
Idrætshuset og Østerbro Stadion;Atletikanlæg;Gunnar Nu Hansens Plads 7, 2100 København Ø;;halbooking@kff.kk.dk;https://idraetosterbro.kk.dk/;København;Hovedstaden;Atletikanlæg;Udendørs;Kommunal;Kommunal;"400 m kunststofbane med 8 baner

100 m kunststofbane med 8 baner

Andre faciliteter til: forhindringsløb, højdespring, kastebur, kuglestød, længdespring, spydkast og stangspring";724597;6179013;32N;Atletikanlæg med 400 m kunststofbane=1
Idrætshuset og Østerbro Stadion;Fodbold;Gunnar Nu Hansens Plads 7, 2100 København Ø;;halbooking@kff.kk.dk;https://idraetosterbro.kk.dk/;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;;724597;6179013;32N;Naturgræsbaner=1
Østerbrohuset;Hal A;Århusgade 103, 2100 København Ø;8220 5087;;https://osterbrohuset.kk.dk/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;16x35 m;725401;6179359;32N;
Østerbrohuset;Hal B;Århusgade 103, 2100 København Ø;8220 5087;;https://osterbrohuset.kk.dk/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;16x35 m;725401;6179359;32N;
Østerbro Skøjtehal;;Sionsgade 15, 2100 København Ø;;;https://kulturogfritidoe.kk.dk/oesterbro-skoejtehal;København;Hovedstaden;Is- og skøjteanlæg;Indendørs;Kommunal;Kommunal;Skøjtehallen er 5.227 m2 med en 30x60 m skøjtebane og 500 tilskuerpladser. ;725091;6179700;32N;Ishockeybaner=1
Emdrupparkens Idrætsanlæg;Hal;Nøkkerosevej 23, 2400 København NV;;emdrupparken@kff.kk.dk;https://emdrupparken.kk.dk/;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;;721799;6181128;32N;Håndboldbaner=1
Emdrupparkens Idrætsanlæg;Fodboldbaner;Nøkkerosevej 23, 2400 København NV;;emdrupparken@kff.kk.dk;https://emdrupparken.kk.dk/;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;Etableringsår kunstgræsbane(r): 2011;721799;6181128;32N;Naturgræsbaner=2,Kunstgræsbaner=1
Institut for Idræt og Ernæring;Fodboldbane;Nørre Allé 55, 2200 København N;;nexs@nexs.ku.dk;;København;Hovedstaden;Fodboldanlæg;Udendørs;Selvejende institution;Selvejende institution;;723769;6178385;32N;Naturgræsbaner=1
Kløvermarkens Tennis Klub;Udendørs tennisanlæg;Kløvermarksvej 34, 2300 København S;;ktk@ktk-tennis.dk;http://ktk-tennis.dk/;København;Hovedstaden;Tennisanlæg;Udendørs;Selvejende institution;Selvejende institution;Den selvejende institution Kløvermarkens Tennis og Squashcenter er ejer og driftsherre på anlægget. Den daglige brug og udlejning af tennis- og squashbaner sker gennem lejeaftaler indgået med KTK (Kløvermarkens Tennisklub) og Squashlife, og KTK’s bestyrelse og generalforsamling henholdsvis udpeger og vælger tennis- og squashcentrets bestyrelse.;726700;6175364;32N;Grusbaner=11
Kofoeds Skole;Idrætslokale;Nyrnberggade 1, 2300 København S;;ks@kofoedsskole.dk;https://kk.halbooking.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;727494;6174966;32N;
Ryparkens Idrætsanlæg;Udendørs tennisanlæg;Lyngbyvej 110, 2100 København;;bestyrelse@tkr.dk;https://tkr.klub-modul.dk/cms/ShowContentPage.aspx?ContentPageID=1&AliasPageName=default.aspx;København;Hovedstaden;Tennisanlæg;Udendørs;Kommunal;Forening;Anlægget er hjemsted for Tennisklubben Ryparken, der også varetager drift og banebooking.;723698;6180572;32N;Grusbaner=6
Sundby Idrætspark;Atletikstadion;Englandsvej 61, 2300 København S;3258 2050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Atletikanlæg;Udendørs;Kommunal;Kommunal;"400 m kunststofbane med 3 baner

100 m kunststofbane med 5 baner

Andre faciliteter til: højdespring, længdespring og stangspring";726487;6173030;32N;Atletikanlæg med 400 m kunststofbane=1
Sundby Idrætspark;Fodboldbaner;Englandsvej 61, 2300 København S;3258 2050;;https://sundbyidraetspark.kk.dk/;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;"Etableringsår kunstgræsbane(r): 2005, 2007, 2018

Kunstgræsbanerne er normalvist streget op som én 11-mandsbane og to 7-mandsbaner.";726487;6173030;32N;Naturgræsbaner=6,Kunstgræsbaner=3
DGI-byen;Dansesalen;Tietgensgade 65, 1704 København V;;info@dgi-byen.dk;http://www.dgi-byen.dk/;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Selvejende institution;Selvejende institution;;724176;6175140;32N;
Genforeningspladsen;Fodboldbane;Genforeningspladsen 54, 2400 København NV;;;http://genforeningspladsen.kk.dk/;København;Hovedstaden;Fodboldanlæg;Udendørs;Kommunal;Kommunal;"Etableringsår kunstgræsbane(r): 2017

I sommersæsonen er der 11-mands kunstgræsbane og 400 m løbebane. I vintersæsonen opdeles kunstgræsbanen til 400 meter skøjteløbsbane og en mindre kunstgræsbane til fodbold.";721079;6178300;32N;Kunstgræsbaner=1
Streethal Ørestad;Salen;Ørestad Boulevard 53, 2300 København ;3366 4700;;http://streethallen.kk.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;Det opvarmede lokale Salen er velegnet til yoga, dans, babygymnastik m.m.;725369;6171392;32N;
Streethal Ørestad;Mulitrum;Ørestad Boulevard 53, 2300 København ;3366 4700;;http://streethallen.kk.dk;København;Hovedstaden;Idrætslokaler/sale (<300 m2);Indendørs;Kommunal;Kommunal;Uopvarmet lokale med betongulv og ribber på væggen.;725369;6171392;32N;
Streethal Ørestad;Stor bane;Ørestad Boulevard 53, 2300 København ;3366 4700;;http://streethallen.kk.dk;København;Hovedstaden;Store idrætshaller (>800 m2);Indendørs;Kommunal;Kommunal;"Banen er uopvarmet og har betongulv med bander og opstregning til floorball og håndbold. 

Banen er velegnet til rulleskøjteløb, floorball, ultimate, basket, fodbold, håndbold uden hapiks m.m.";725369;6171392;32N;Håndboldbaner=1
Vanløse Tennisklub;;Thorupgård Allé 65, 2720 Vanløse;;vanlosetk@gmail.com;https://sites.google.com/view/vanlosetennis/startside;København;Hovedstaden;Tennisanlæg;Udendørs;Forening;Forening;Vanløse Tennisklub lejer sig ind hos grundejerforeningen Hastruplund, som ejer banerne. Tennisklubben står for drift og primær vedligeholdelse. ;718641;6175990;32N;Grusbaner=2
KFIU-Hallen;Badmintonhallen;Knuthenborgvej 24, 2500 Valby;;info@kfiu-hallen.dk;https://kfiuhallen.memberlink.dk/;København;Hovedstaden;Badmintonhaller;Indendørs;Forening;Forening;;719437;6174670;32N;Badmintonbaner=4
KFIU-Hallen;Tennisanlæg;Knuthenborgvej 24, 2500 Valby;;info@kfiu-hallen.dk;http://kfiu-hallen.dk/;København;Hovedstaden;Tennisanlæg;Udendørs;Forening;Forening;;719437;6174670;32N;Grusbaner=3
Mercur Hotel;Tennisbane;Vester Farimagsgade 17, 1606 København;;mercur@mercurhotel.dk;http://mercurhotel.dk/faciliteter/;København;Hovedstaden;Tennisanlæg;Udendørs;Privat;Privat;Kan lejes uden at være gæst på hotellet.;723918;6175849;32N;Kunststofbaner=1
Arca;Arca, Garagen;Adelgade 11, 1304 København K;;kontor@arca.dk;https://arca.dk/, https://arca.dk/garagen/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725223;6176644;32N;
Arca;Arca, Bazaren;Høffdingsvej 32, 2500 København;;kontor@arca.dk;https://arca.dk/, https://arca.dk/bazaren/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;720555;6173530;32N;
Arca;Arca, Lageret;Glentevej 47, 2400 København NV;;kontor@arca.dk;https://arca.dk/, https://arca.dk/lageret/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;721981;6178121;32N;
Kraftvrk Crossfit;;Prags Boulevard 57, bygning 2, 2300 København;;info@kraftværk.dk;https://kraftværk.dk;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;727366;6175090;32N;
Sporting Health Club;SHC, Åboulevarden;Åboulevard 58, 2200 København N.;30 33 21 47;aboulevarden@sportinghealthclub.dk;https://sportinghealthclub.dk/shc-aaboulevarden/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723208;6176763;32N;
Badmintonklubben af 1937 (BC37);;Strandlodsvej 69, 2300 København S;;info@bc37.dk;https://www.bc37.dk/;København;Hovedstaden;Badmintonhaller;Indendørs;Forening;Forening;;727972;6174453;32N;Badmintonbaner=5
Københavns Badminton Klub (KBK);;Krausesvej 12, 2100 København Ø;;kontakt@kbknet.dk;http://kbknet.dk/;København;Hovedstaden;Badmintonhaller;Indendørs;Forening;Forening;;725130;6179009;32N;Badmintonbaner=6
Valby Badminton Club (VBC);;Skellet 30, 2500 Valby;;;http://www.valbybc.dk/;København;Hovedstaden;Badmintonhaller;Indendørs;Forening;Forening;;719853;6174794;32N;Badmintonbaner=3
København Flugtskyde Klub;;Selinevej 9, 2300 København S;;kfk@sport.dk;https://claytarget.dk/;København;Hovedstaden;Skydeanlæg;Udendørs;Andet;Forening;;723867;6170608;32N;
Sporting Health Club;SHC, Borups Allé ;Borups Alle 45, 2200 København N;51 84 49 57;;borupsalle@sportinghealthclub.dk;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;"
";722262;6177505;32N;
